company_name,company_number,company_status,company_type,dissolution_date,incorporation_date,nature_of_business,registered_office_address
ZA CREATIONS LIMITED,SC718730,Active,Private limited company,,03/01/2022,47910,362 Victoria Road Glasgow G42 8YW
IINEX MEDIA LTD,13825173,Active,Private limited company,,03/01/2022,73120,2-4 Millgate Stockport SK1 2LX
R & C INVESTMENT PROPERTIES LIMITED,13825192,Active,Private limited company,,03/01/2022,68100 68209,16 Beecham Court Basildon SS15 5RB
JAB DRAIN SOLUTIONS LTD,13825193,Active,Private limited company,,03/01/2022,96090,41 Curzon Road Bournemouth BH1 4PW
CSP ESTATES LTD,13825208,Active,Private limited company,,03/01/2022,68209,49 Schonfeld Square London N16 0QQ
FARRELL LETTING LTD,13825223,Active,Private limited company,,03/01/2022,68209,"Flat 3, Byron House 2b Alexandra Grove London N4 2LG"
STAY SAFE GROUP LTD,13825222,Active,Private limited company,,03/01/2022,70229 80100,86-90 Paul Street London EC2A 4NE
NOETIC DESIGN LTD,13825221,Active,Private limited company,,03/01/2022,74100,171 Ombersley Road Worcester WR3 7BX
DL WASTE SERVICES LIMITED,13825225,Active,Private limited company,,03/01/2022,38110,19 Ranelagh Drive Edgware HA8 8HJ
ZOLTAN PARTS LTD,13825229,Active,Private limited company,,03/01/2022,45320,4 Ardsley Court Wakefield WF3 2LG
VARADY MOTORS LTD,13825231,Active,Private limited company,,03/01/2022,45320,4 Oakhurst Road Leeds LS11 7LF
HYSI CONSTRUCTION LTD,13825233,Active,Private limited company,,03/01/2022,43999,2 Southdown Crescent Harrow HA2 0QR
LUXE LOVE ARTISTRY LTD,13825240,Active,Private limited company,,03/01/2022,96020,58 Archibald Close Enfield EN3 6RL
GLAMOUR BEAUTY ARTIST LTD,13825239,Active,Private limited company,,03/01/2022,96020,32 Willow Road Aylesbury HP19 9PY
RIAZKHAN LIMITED,13825256,Active,Private limited company,,03/01/2022,62020,21 Meadfield Avenue Slough SL3 8HP
ENGAVIA LTD,13825279,Active,Private limited company,,03/01/2022,26200 62020 62090,78a Hendon Way London NW2 2NG
NEW SARA LTD,13825280,Active,Private limited company,,03/01/2022,47110,48 Green Curve Banstead SM7 1NY
BADULESCU TRANSPORT LIMITED,13825281,Active,Private limited company,,03/01/2022,52101,111 Churchill Avenue Coventry CV6 5JH
TOP JOB LTD,13825289,Active,Private limited company,,03/01/2022,41202,35 Harewood Terrace Southall UB2 4JN
P&P SOCIAL CARE LIMITED,13825293,Active,Private limited company,,03/01/2022,88100,4 Exmouth Close Coventry CV2 3LL
GRAVITEIGHT MARKETING LTD,13825294,Active,Private limited company,,03/01/2022,73110,3 Crossways Main Road Newbridge Yarmouth PO41 0YR
MANCHESTER BOOKKEEPING LTD,13825288,Active,Private limited company,,03/01/2022,69202,42 Broadfield Grove Stockport SK5 6XN
NATURAL FLOOD MANAGEMENT ASSOCIATES LIMITED,13825301,Active,Private limited company,,03/01/2022,02100 02400 74901,26 Meltham Close Stockport SK4 3BD
J. LOVE CONSULTANCY LTD,13825304,Active,Private limited company,,03/01/2022,70229,12 Haresfoot Close Funtington Chichester PO18 9LP
ZAVIAR CO LIMITED,13825308,Active,Private limited company,,03/01/2022,47990,84 Oxford Grove Bolton BL1 3AX
ASIF PARDESI LTD,13825302,Active,Private limited company,,03/01/2022,47990,186 Sale Lane Tyldesley Manchester M29 8PZ
BIKE FUTURES LTD,13825321,Active,Private limited company,,03/01/2022,85510,30 Westgate Otley LS21 3AS
METAFIRE LTD,13825337,Active,Private limited company,,03/01/2022,47290,7 Ridgeway Crescent Sunderland SR3 1YL
ONITA ONOFREI LTD,13825339,Active,Private limited company,,03/01/2022,49410,57 Mansfield Road Alfreton DE55 7JJ
LENA PARTNERS LTD,13825345,Active,Private limited company,,03/01/2022,64999,26 Ladbroke Gardens London W11 2PY
CAEN CONSTRUCTION LTD,13825348,Active,Private limited company,,03/01/2022,41201 41202,Unit 8 Upcott Avenue Pottington Business Park Barnstaple EX31 1HN
F.L.A.C PROPERTIES LIMITED,13825360,Active,Private limited company,,03/01/2022,68100 68209,32 Paignton Avenue Portsmouth PO3 6LL
QUIRKESSENTIALS LTD,SC718742,Active,Private limited company,,03/01/2022,46450,147 Dryburn Avenue Glasgow G52 2AL
L.C PROPERTY WORKS LIMITED,13825369,Active,Private limited company,,03/01/2022,68209,41 Whitehill Drive Halifax HX2 9DW
MANDO CAP LTD,SC718741,Active,Private limited company,,03/01/2022,66300,8 Mcvicars Lane Dundee DD1 4LH
NEXT GEN VALETS LTD,SC718745,Active,Private limited company,,03/01/2022,81299,Sekade Hatton Farm Road Hatton Peterhead AB42 0LL
FLYNN ASSET MANAGEMENT LTD,SC718744,Active,Private limited company,,03/01/2022,70221,16 Meldrum Street Clydebank G81 1AN
DREAMZ COME TRUE LTD,13824773,Active,Private limited company,,02/01/2022,56210,4 Ivy Crescent Leeds LS9 9BR
ONECLICKPRINTER LTD,13824774,Active,Private limited company,,02/01/2022,18129,43 Wyllen Close London E1 4HQ
GENEROUS TRAVEL AND TOURS LTD,13824779,Active,Private limited company,,02/01/2022,79110,17 Dutton Lane Eastleigh SO50 6AA
AQJ HOMES LIMITED,13824784,Active,Private limited company,,02/01/2022,68209,10 Exeter Road London E17 7QJ
THE IDLE BAKERY & CAFE LTD,13824783,Active,Private limited company,,02/01/2022,10710 10720 47240 56102,14 Bradford Road Idle Bradford BD10 9PP
POP PAWZ LTD,13824795,Active,Private limited company,,02/01/2022,74201 90030,30 Crown Road Billericay CM11 2AE
NFG INVESTMENTS LIMITED,13824808,Active,Private limited company,,02/01/2022,68100,11 Hall Square Boroughbridge York YO51 9AN
KLAUDY LIMITED,13824811,Active,Private limited company,,02/01/2022,47710,321-323 High Road Romford RM6 6AX
LONDON SOFTWORKS LIMITED,13824813,Active,Private limited company,,02/01/2022,62012 71122,23 Mount View Billericay CM11 1HB
SMITH AND FAMILY LTD,13824823,Active,Private limited company,,02/01/2022,47190,190 St. Chads Road Tilbury RM18 8NL
KF CLEANING SERVICES LTD,13824828,Active,Private limited company,,02/01/2022,81210 81222,Apartment 10 Bellinger House 3 Palk Road Havant PO9 1NL
VIANCA PHOTOGRAPHY LTD,13824834,Active,Private limited company,,02/01/2022,74202,4 Winterslow Road London SW9 7RS
THE JUNGLE CATS & PLANTS LTD,13824839,Active,Private limited company,,02/01/2022,47760,2 Lady Lane Hadleigh Ipswich IP7 6AF
REDCLIFFE CONSTRUCTION SERVICES LTD,13824844,Active,Private limited company,,02/01/2022,41100 41201 41202 43290,2 Beech Lane Earley Reading RG6 5PT
G&J PROPERTY SOLUTIONS LTD,13824852,Active,Private limited company,,02/01/2022,68209,688 Ripponden Road Oldham OL4 2LP
STRENGTH AND NUTRITION LIMITED,13824848,Active,Private limited company,,02/01/2022,86900,82 Poplar Avenue Hove BN3 8PS
COMMUNICATE NOW LTD,13824857,Active,Private limited company,,02/01/2022,74100,238 Blackbird Road Leicester LE4 0AG
GRACIE MAY NAILIST LIMITED,13824856,Active,Private limited company,,02/01/2022,96020,13 Rennie Walk Heybridge Maldon CM9 4QH
RSK BEAUTY LIMITED,13824860,Active,Private limited company,,02/01/2022,47750,Rear Of 1185 High Road Romford RM6 4AL
HEC INFRASTRUCTURE LIMITED,13824859,Active,Private limited company,,02/01/2022,42220 42990,54 Meadowsweet Close Haverhill CB9 9DN
AESTHETICS BY CHELS LIMITED,13824871,Active,Private limited company,,02/01/2022,96020,Sunnyside Market Lane Walpole St. Andrew Wisbech PE14 7LX
SKWEEEZ ACTIVEWEAR LTD,13824884,Active,Private limited company,,02/01/2022,47910,12 Constance Street London E16 2DQ
KOTHARI CAPITAL LTD,13824887,Active,Private limited company,,02/01/2022,64304 64306,5 Brookfield Road London N9 0DL
ENFANTS CHICS LTD,13824897,Active,Private limited company,,02/01/2022,47710,8 Avocet Way Waterlooville PO8 9YE
JW LIVE LIMITED,13824895,Active,Private limited company,,02/01/2022,46190 73110,205 Ariel House 144 Vaughan Way London E1W 2AG
SOPWITH WAY COMMUNICATIONS LIMITED,13824899,Active,Private limited company,,02/01/2022,70229,841 Sloane Avenue London SW3 3ES
COUNTRY PET SUPPLIES LTD,NI684699,Active,Private limited company,,02/01/2022,47760,20 Willowcroft Feeny Londonderry BT47 4GE
ELECTRIC AVENUE CHARGING LTD,13824934,Active,Private limited company,,02/01/2022,43210,39 Sargent Way Broadbridge Heath Horsham RH12 3TE
ROOTED APPAREL LIMITED,13824936,Active,Private limited company,,02/01/2022,47710,8 Dudmoor Farm Road Christchurch BH23 6AQ
WISE FLIGHTS LTD,13824946,Active,Private limited company,,03/01/2022,79110,22a Lynmouth Road London N16 6XL
DUDDENHOE END LTD,SC718719,Active,Private limited company,,03/01/2022,43390,8 Mains Place Bellshill ML4 2HH
EI WARNER LTD,SC718720,Active,Private limited company,,03/01/2022,43390,27 Clunie Road Dunfermline KY11 4EQ
GALGORM LTD,13824950,Active,Private limited company,,03/01/2022,49410,155 Pant Yr Heol Neath SA11 2HB
KQ SCOTT LTD,13824952,Active,Private limited company,,03/01/2022,43390,23 Easdale Road Leeds LS14 6QE
LH REHMAN LTD,13824953,Active,Private limited company,,03/01/2022,43390,238 Belle Green Lane Ince Wigan WN2 2EY
LUSCIOUS MADE BOUTIQUE LTD,13824954,Active,Private limited company,,03/01/2022,47910,59a Victoria Park Road London E9 7NA
HORRABRIDGE LTD,13824965,Active,Private limited company,,03/01/2022,82110,76 Pinemead Shefford SG17 5BY
24HR MAINTENANCE LTD,13824968,Active,Private limited company,,03/01/2022,43210 43220,2 Evington Drive Leicester LE5 5PB
KAJITSU STORE LIMITED,SC718724,Active,Private limited company,,03/01/2022,47910,0/1 4 Middlesex Gardens Glasgow G41 1EL
I.A. AESTHETICS UK LIMITED,13824979,Active,Private limited company,,03/01/2022,86220 96020,26 Old Farm Drive Codsall Wolverhampton WV8 1GF
ETERNAL SOFTWARE SOLUTIONS LTD,13824981,Active,Private limited company,,03/01/2022,62090,Apartment 14 Tinderbox House 2 Octavius Street London SE8 4BY
YQ EAT LTD,13825035,Active,Private limited company,,03/01/2022,56103,19 Hazel Close Rugby CV21 1UR
ONE INTENTION PRODUCTS LTD,13825022,Active,Private limited company,,03/01/2022,47910,12 Walpole Drive Worcester WR2 5SQ
CORETECH WARM ROOFS LTD,13825043,Active,Private limited company,,03/01/2022,43910,48 Hill Avenue Great Yarmouth NR31 6HP
TOKG LTD,13825015,Active,Private limited company,,03/01/2022,56102,89 King Street London W6 9HW
STEP UP DIGITAL LTD,13825008,Active,Private limited company,,03/01/2022,62020,33 Hopbine Avenue Bradford BD5 8ER
LACH ENTERPRISES LTD,NI684700,Active,Private limited company,,03/01/2022,47910,33 Coolagh Road Londonderry BT47 3EQ
DELTA SECURITY FIRST LTD,13825009,Active,Private limited company,,03/01/2022,80100,"Flat 24, Caversham House Caversham Road London N15 3QW"
NYAR’BUSIA BARGAINS LTD,13825026,Active,Private limited company,,03/01/2022,47910,12 Bunting Road Corby NN18 8RR
BLACK CAT POETRY PRESS LTD,13825020,Active,Private limited company,,03/01/2022,58190,1 Cross Street Maidstone ME14 2SL
ACCEPTICON LTD,13825000,Active,Private limited company,,03/01/2022,47910 82990,86-90 Paul Street London EC2A 4NE
A-ZAP ENRGY LTD,13825007,Active,Private limited company,,03/01/2022,47990,30 Barrie Road Sheffield S5 8RR
LNTJ HOLDINGS LTD,13824990,Active,Private limited company,,03/01/2022,64209,86-90 Paul Street London EC2A 4NE
BALLOON SHOP KENT LTD,13824994,Active,Private limited company,,03/01/2022,47650,14 Sycamore Drive Aylesford ME20 7LD
MISSION PLUS LIMITED,13825031,Active,Private limited company,,03/01/2022,70229,2 Holland Close Bromley BR2 7DS
C.P ENTERPR1SE LTD,13825017,Active,Private limited company,,03/01/2022,47910,42 Orchard Road Plymouth PL2 2QZ
ACE INFINITY LTD,13825010,Active,Private limited company,,03/01/2022,93290,86-90 Paul Street London EC2A 4NE
BRIGHTER CLUB LTD,13825044,Active,Private limited company,,03/01/2022,86900,86-90 Paul Street London EC2A 4NE
121 PROPERTY SOLUTIONS LIMITED,13825040,Active,Private limited company,,03/01/2022,68320,86-90 Paul Street London EC2A 4NE
DELVKO LTD,13825013,Active,Private limited company,,03/01/2022,47910,51 Bluebell Close Romford RM7 0XN
23HEATING LTD,13825025,Active,Private limited company,,03/01/2022,43220,86-90 Paul Street London EC2A 4NE
VANITY OFFICIAL LTD,13825027,Active,Private limited company,,03/01/2022,47710,57b Lidget Street Huddersfield HD3 3JP
J10XJJ LIMITED,13825011,Active,Private limited company,,03/01/2022,59112,86-90 Paul Street London EC2A 4NE
FRADLEY CARE LTD,13825014,Active,Private limited company,,03/01/2022,86900,15 Bramble Close Willenhall WV12 5AH
MOOVE IT LTD,13825049,Active,Private limited company,,03/01/2022,38110 49420,48 Boatmans Reach Birmingham B14 6QZ
BENSON HEALTH LTD,13825059,Active,Private limited company,,03/01/2022,70229,56 Corney Road London W4 2RA
FITCHLEA SERVICES LTD,13824996,Active,Private limited company,,03/01/2022,43999,86-90 Paul Street London EC2A 4NE
META INSIGHT CONSULTANCY LTD,13825006,Active,Private limited company,,03/01/2022,82990 96090,86-90 Paul Street London EC2A 4NE
CLGCCTVINSTALLATIONS LTD,13824999,Active,Private limited company,,03/01/2022,80200,11 Britannia Walk Market Harborough LE16 8BF
FROSTBLOOM STUDIOS LTD,13825051,Active,Private limited company,,03/01/2022,74100,8 Queens Street March PE15 8SN
TOP QUALITY FRUIT LTD,13825055,Active,Private limited company,,03/01/2022,47210,86-90 Paul Street London EC2A 4NE
MDOWNEY ELECTRICAL LTD,13825048,Active,Private limited company,,03/01/2022,43210,17 Chapel Court St. Vincents Road Torquay TQ1 4HQ
BALTA SERVICES LTD,13825065,Active,Private limited company,,03/01/2022,95240,61 Bank Street Stoke-On-Trent ST6 5HW
EAST ANGLIA INNS LIMITED,13825068,Active,Private limited company,,03/01/2022,56302,89 George Street Hadleigh Ipswich IP7 5BP
TRERMS LIMITED,13825069,Active,Private limited company,,03/01/2022,87200,Flat 4 Club Garden House 10 Club Garden Walk Sheffield S11 8BT
DUBAIZALAN LIMITED,13825072,Active,Private limited company,,03/01/2022,43341,80 Ford Green Road Stoke-On-Trent ST6 1NX
BIG GAMES SHOP LTD,13825078,Active,Private limited company,,03/01/2022,47650,83 Highbank Haywards Heath RH16 4TT
TSM PROINVEST LTD,13825081,Active,Private limited company,,03/01/2022,68100 68209 68320,33 Greenways Beckenham BR3 3NQ
LJ MEDICAL LTD,13825088,Active,Private limited company,,03/01/2022,86210,4 Page Place Frogmore St. Albans AL2 2FB
ERB PROPERTY MANAGEMENT LTD,13825087,Active,Private limited company,,03/01/2022,98000,29 Methuen Close Edgware HA8 6HA
FLATTOUT TOWBARS & TRANSPORT LTD,13825085,Active,Private limited company,,03/01/2022,45200,79 Brook Street Lye Stourbridge DY9 8SN
MFKZ SHEIKH LTD,13825091,Active,Private limited company,,03/01/2022,46740 68310 79110,Flat 9 Chenille Court 40 Hackbridge Road Wallington SM6 7BF
CHASEWATERDOGS SHOP2 LIMITED,13825092,Active,Private limited company,,03/01/2022,47760,172 Belt Road Hednesford Cannock WS12 4JA
CLARENDON PLACE SERVICES LTD,13825103,Active,Private limited company,,03/01/2022,68209 98000,138a Hempstead Road Watford WD17 4LG
ISTVAN CLEAN LIMITED,13825099,Active,Private limited company,,03/01/2022,81210,10 Cranmer Street Leicester LE3 0QA
PRIVATEHIREDRIVERS LTD,13825115,Active,Private limited company,,03/01/2022,49320,4 Colston Road London SW14 7PQ
FULL CAPTURE LTD,13825112,Active,Private limited company,,03/01/2022,59112 74202,33 Farmer Ward Road Kenilworth CV8 2DJ
YOGI INC. LIMITED,SC718728,Active,Private limited company,,03/01/2022,71129,79 Greenfern Road Aberdeen AB16 6TP
FASHION CONCIERGE LONDON LTD,13825122,Active,Private limited company,,03/01/2022,46160,7a Porchester Terrace London W2 3TH
THE ESSENTIALS OUTLET LTD,13825121,Active,Private limited company,,03/01/2022,47190,86-90 Paul Street London EC2A 4NE
H&X CONSTRUCTIONS LIMITED,13825144,Active,Private limited company,,03/01/2022,41201,53 Henniker Gardens London E6 3JQ
GET AHEAD LIMITED,13825163,Active,Private limited company,,03/01/2022,46900,16 Orchard Road Dagenham RM10 9PX
LINES SECURITY LTD,13825164,Active,Private limited company,,03/01/2022,80200,3 Woodlands Combe Martin Ilfracombe EX34 0AT
SPECTRA INC LIMITED,13825186,Active,Private limited company,,03/01/2022,45320,63 Taunton Avenue Hounslow TW3 4AG
TREAT MARKETING LTD,13825181,Active,Private limited company,,03/01/2022,73110,Unit 7 Beacon Quay Torquay TQ1 2BG
B.AUREL BUILDERS LTD,13825195,Active,Private limited company,,03/01/2022,43290,33 Beauchamp Road London E7 9PD
MELODY HOUSING LTD,13825206,Active,Private limited company,,03/01/2022,55900 68209,3 Grasmere Close Birmingham B43 5NY
FREEBIRD TRANS CO LIMITED,13825204,Active,Private limited company,,03/01/2022,43341,32 Catherine Grove London SE10 8BS
LEVEL UP RECRUIT LIMITED,13825207,Active,Private limited company,,03/01/2022,78109,26 Little Park Drive Feltham TW13 5HZ
VUMA CARE SERVICES LTD,13825214,Active,Private limited company,,03/01/2022,84120,168 Bracken Road Sheffield S5 6FJ
ADHD INVEST LIMITED,13825217,Active,Private limited company,,03/01/2022,86900,229 London Road Grays RM17 5YS
KINETIC POPCORN LTD,13825237,Active,Private limited company,,03/01/2022,59112,3 Drummer Stagpole Mews London NW7 1NN
ACADEMI ONLINE LTD,13825236,Active,Private limited company,,03/01/2022,85200 85600,167-169 Great Portland Street 5th Floor London W1W 5PF
RSN BHAYAT LTD,13825245,Active,Private limited company,,03/01/2022,68100,4 Eagle Street Coventry CV1 4GY
COF LIMITED,13825241,Active,Private limited company,,03/01/2022,86900,49 Booth Park Northampton NN3 6HS
NAT CREATIVE LTD,SC718733,Active,Private limited company,,03/01/2022,90030,20d Urquhart Road Aberdeen AB24 5LL
JAKABOVICS STAR LIMITED,13825257,Active,Private limited company,,03/01/2022,43341,15 The Crescent Beckenham BR3 1DU
HEARTLANDS KENNELS LTD,13825271,Active,Private limited company,,03/01/2022,1490,172 Wharf Lane Solihull B91 2UN
EASTSIDE TRADE LTD,13825270,Active,Private limited company,,03/01/2022,47910,14 Hartley Road Harrogate HG2 9DQ
MULTIBUILD CONSTRUCTION LTD,13825267,Active,Private limited company,,03/01/2022,41201 41202 42110 43290,25 Shakespeare Road Fleetwood FY7 7HQ
GENTHING LTD,13825264,Active,Private limited company,,03/01/2022,47990,25 Holmsdale Road Coventry CV6 5BL
DONNA JEWELLERY LIMITED,13825273,Active,Private limited company,,03/01/2022,32120,2 Sydney Road London SE2 9RX
PARKER AND SONS HAULAGE LIMITED,13825275,Active,Private limited company,,03/01/2022,49410,11 Rose Walk Wisbech PE13 1SG
TARQUIN SKYE HOLDINGS LIMITED,13825286,Active,Private limited company,,03/01/2022,41202,4 Woodchester Court North Hykeham Lincoln LN6 9LN
C-CULTURE CONSULTING LTD,13825285,Active,Private limited company,,03/01/2022,70229,1 Gardenia Road Enfield EN1 2JA
KERALA FLIGHT LTD,13825296,Active,Private limited company,,03/01/2022,79110,21 Lethbridge Road Exeter EX2 5LB
PERFECT60 LTD,13825298,Active,Private limited company,,03/01/2022,56103,60 Manham Hill Eastfield Scarborough YO11 3DG
OMEGA GLASS RECYCLING LIMITED,13825316,Active,Private limited company,,03/01/2022,38210,65 Pienna Apartments 2 Elvin Gardens Wembley HA9 0GN
THE DOWNTOWN DESI LTD,13825315,Active,Private limited company,,03/01/2022,47910,25 Brook Street Gloucester GL1 4UP
PARABOLIC VIEW LIMITED,13825311,Active,Private limited company,,03/01/2022,43290 70229,241b Hither Green Lane London SE13 6TH
SECURE TRANSPORT SERVICES LIMITED,13825317,Active,Private limited company,,03/01/2022,80100,9 Ribblesdale Court Gisburn Clitheroe BB7 4HB
NNEDINMA LTD,13825330,Active,Private limited company,,03/01/2022,86900,375 High Road London N22 8JA
NEW PLAN CONSTRUCTION LTD,13825329,Active,Private limited company,,03/01/2022,41202,85 Lockside Marina Chelmsford CM2 6HF
HOW TO LANDLORD LTD,13825332,Active,Private limited company,,03/01/2022,68209,29 Victoria Road Chester CH2 2AX
OOT & ABOOT CARE SERVICES LTD,13825351,Active,Private limited company,,03/01/2022,86900,69 Ladysmith Road Plymouth PL4 7NN
SMC SALES LIMITED,13825356,Active,Private limited company,,03/01/2022,47910,21 Holyoake Street Enderby Leicester LE19 4NS
BEAUFORT LAND LIMITED,13825358,Active,Private limited company,,03/01/2022,68320,8 Toulston View Wetherby Road Newton Kyme Tadcaster LS24 9LT
EVALECTRIC LTD,13825371,Active,Private limited company,,03/01/2022,43210,105 London Road Maidstone ME16 0HF
KCH BUILDING LIMITED,13825376,Active,Private limited company,,03/01/2022,41100,49 Shaftsbury Avenue Woodlands Doncaster DN6 7TH
RM RENO LIMITED,13825383,Active,Private limited company,,03/01/2022,43341 98000,84 Thornhill Rise Portslade Brighton BN41 2YL
EFPIE LTD,13825385,Active,Private limited company,,03/01/2022,43220,Norton Cottage Hadleigh Road Holton St. Mary Colchester CO7 6NL
DONEIL LTD,13825380,Active,Private limited company,,03/01/2022,70229,Albert Cottage Darby Green Road Blackwater Camberley GU17 0EA
ARROWHEAD MARKETING LTD,13825382,Active,Private limited company,,03/01/2022,73110,270 Austin Crescent Plymouth PL6 5QT
REBEL AND WILD LTD,13825390,Active,Private limited company,,03/01/2022,47910,10 Goldcrest Close Manchester M22 4WU
BESPOKE AVIATION LTD,13825389,Active,Private limited company,,03/01/2022,33160,11 Cundy Road London E16 3DJ
5G MEDICS LTD,13825388,Active,Private limited company,,03/01/2022,86900,12 Dryvers Close Little Canfield Dunmow CM6 1FD
PLANETEGAME LTD,13831384,Active,Private limited company,,06/01/2022,47910,71-75 Shelton Street Covent Garden London WC2H 9JQ
LRSP BORROWER SPV PLC,13831383,Active,Public limited company,,06/01/2022,64999,1 Bartholomew Lane London EC2N 2AX
PHOW'S KITCHEN LIMITED,13831410,Active,Private limited company,,06/01/2022,56103 56210 56290,8 Prospect Hill Rawtenstall Rossendale BB4 8JP
CW WOOD WHARF E3/4 DEVELOPMENT COMPANY LIMITED,13831404,Active,Private limited company,,06/01/2022,41100,30th Floor One Canada Square Canary Wharf London E14 5AB
MIRDIF ASSOCIATES LTD,13831407,Active,Private limited company,,06/01/2022,70229,"2 Court Mews 268 London Road, Charlton Kings Cheltenham GL52 6HS"
OPTIMUM CLEANING LIMITED,13831406,Active,Private limited company,,06/01/2022,81299,Suite 17 Pembroke Centre Cheney Manor Industrial Estate Swindon SN2 2PQ
ORBITAL EVOLUTION LIMITED,13831403,Active,Private limited company,,06/01/2022,62012,The Oakley Kidderminster Road Droitwich WR9 9AY
LONDON KEBAB FOOD LTD,13831448,Active,Private limited company,,06/01/2022,56103,52 Manchester Road Swindon SN1 2AG
WINTECH RESOURCES LIMITED,13831455,Active,Private limited company,,06/01/2022,42990,Quartz House Pendeford Business Park Wolverhampton WV9 5HA
CONCEPT FM LIMITED,13831531,Active,Private limited company,,06/01/2022,99999,Metro House 57 Pepper Road Leeds LS10 2RU
CARBONSCALE UK LIMITED,13831540,Active,Private limited company,,06/01/2022,09100 71122 72190 74909,85 Lovelace Drive Woking GU22 8SB
JIKORA LIMITED,13831538,Active,Private limited company,,06/01/2022,62090,211 Great Cambridge Road Enfield EN1 1SQ
XKW CONSULTING LTD,13831537,Active,Private limited company,,06/01/2022,70229,61 Bridge Street Kington HR5 3DJ
THE PRESTIGE CARE GROUP LTD,13831521,Active,Private limited company,,06/01/2022,86102 86900 87100 87300,71-75 Shelton Street Covent Garden London WC2H 9JQ
METULAS SUPPLEMENTS LTD,13831529,Active,Private limited company,,06/01/2022,86900,Jane Fereday Ltd Nursery Cottage Beckley Christchurch BH23 7ED
GRANITE CONSULTANCY LIMITED,13831523,Active,Private limited company,,06/01/2022,64999 96090,71-75 Shelton Street Covent Garden London WC2H 9JQ
TAX SAVING EXPERT LTD,13831520,Active,Private limited company,,06/01/2022,69203,11 Beach Road South Shields NE33 2QA
SABRI SOLUTIONS LIMITED,13831534,Active,Private limited company,,06/01/2022,78109 78200,Suite 51 5 Liberty Square Kings Hill West Malling ME19 4AU
PENNY TO MILLION LTD,13831705,Active,Private limited company,,06/01/2022,46360 46370,20 Windsor Street Manchester M18 7BU
BW FLOOR & WALL TILING SERVICE LTD,13831686,Active,Private limited company,,06/01/2022,43330,24a Sydenham Road London SE26 5QW
NSK TRANSPORT SERVICES LIMITED,13831682,Active,Private limited company,,06/01/2022,49410,"Office No 4, Grove House Grove Terrace Walsall WS1 2NE"
ENTERPRISE HILL STREET LIMITED,13831688,Active,Private limited company,,06/01/2022,56301,Nakira Bar 74-86 John Bright Street Birmingham B1 1BN
MOVE IT EASY REMOVALS LIMITED,13831697,Active,Private limited company,,06/01/2022,49420,2 Newtons Hill Cottages Newtons Hill Hartfield TN7 4DH
BLUEBOX BUILD LTD,13831696,Active,Private limited company,,06/01/2022,41100,3 Cornfield Close Spalding PE11 3DB
LAMSTONE LTD,13831698,Active,Private limited company,,06/01/2022,56101,"1st Floor, 6-7 Clock Park Shripney Road Bognor Regis PO22 9NH"
PEPWORTH CONSTRUCTION LTD,13831862,Active,Private limited company,,06/01/2022,41100 41201 41202,10 North View Avenue Bideford EX39 3LH
EPIK DESSERTS LTD,13831865,Active,Private limited company,,06/01/2022,56290,112 High Street Ponders End Enfield EN3 4ES
AKL TELECOMS LIMITED,13831857,Active,Private limited company,,06/01/2022,71129,103 August Road Liverpool L6 4DE
NEXT TUYERE LIMITED,13831868,Active,Private limited company,,06/01/2022,99999,291 Brighton Road South Croydon CR2 6EQ
VANGUARD EXPLORER LTD,13831884,Active,Private limited company,,06/01/2022,8990,133 Viglen House Alperton Lane London HA0 1HD
SECRETS & FRIES LTD,13831979,Active,Private limited company,,06/01/2022,56103,10 Castle Way Ridgewood Uckfield TN22 5UW
112/112A MAYFAIR AVENUE RTM COMPANY LIMITED,13831984,Active,Private limited by guarantee without share capital,,06/01/2022,98000,83 Marine Avenue Hove BN3 4LG
LORRETADAMS LTD,13831983,Active,Private limited company,,06/01/2022,96020,76 Stockton Road London N18 2AY
UNREALSOFT LTD,13831988,Active,Private limited company,,06/01/2022,62020 62090,126 Henleaze Road Bristol BS9 4LB
MESE SOFTWARE LTD,13832072,Active,Private limited company,,06/01/2022,62012 62020 62090,63b Jerningham Road London SE14 5NH
PRESTIGE FREIGHT LIMITED,13832071,Active,Private limited company,,06/01/2022,99999,Metro House 57 Pepper Road Leeds LS10 2RU
QUALMS LTD,13832065,Active,Private limited company,,06/01/2022,62090,5 Earl Richards Road North Exeter EX2 6AQ
ICARE SUPPORTED LIVING LIMITED,13832063,Active,Private limited company,,06/01/2022,87200,51 Oxlease Witney OX28 3QY
BURDACH ROSEN J LTD,13832135,Active,Private limited company,,06/01/2022,47910,Suite 419 162 Warwick Way London SW1V 4JE
IN4PRINT LIMITED,13832138,Active,Private limited company,,06/01/2022,18129,"Midway House Staverton Technology Park, Herrick Way Staverton Cheltenham GL51 6TQ"
SPITALFIELDS HOUSE LIMITED,13832134,Active,Private limited company,,06/01/2022,47791,Manor House 35 St Thomas's Road Chorley PR7 1HP
CSMB LTD,13832140,Active,Private limited company,,06/01/2022,46160 47650,20-22 Wenlock Road London N1 7GU
CANDY SKIN LTD,13832133,Active,Private limited company,,06/01/2022,17220,16 Dolphin Street Manchester M12 6BG
MADHURIYA COMMUNITY INTEREST COMPANY,13832218,Active,Private limited by guarantee without share capital,,06/01/2022,90010 90020 90030,49 Kings Avenue London N10 1PA
HOS BUY & TRADE LTD,13832212,Active,Private limited company,,06/01/2022,47990,Datum House Electra Way Crewe CW1 6ZF
